druid,purl,Title,Subtitle,Date,Type,Type URI
druid:tx712dw3393,https://purl.stanford.edu/tx712dw3393,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:tx731gv5260,https://purl.stanford.edu/tx731gv5260,"""The East Palo Alto Municipal Council, grass roots democracy in action"" : a presentation",,[1969],text,
druid:ty043xh1985,https://purl.stanford.edu/ty043xh1985,Charles James Ogletree Jr.,An Oral History On Diversity At Stanford,10/24/09,sound recording-nonmusical,http://id.loc.gov/vocabulary/marcgt/int
druid:ty044hd6381,https://purl.stanford.edu/ty044hd6381,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:ty146gx1107,https://purl.stanford.edu/ty146gx1107,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:ty282rt4665,https://purl.stanford.edu/ty282rt4665,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:ty285qj9869,https://purl.stanford.edu/ty285qj9869,"Martin Luther King, Jr. at Stanford",,4/14/67,still image,http://vocab.getty.edu/aat/300046300
druid:ty328fw9622,https://purl.stanford.edu/ty328fw9622,W10-AFRICAST-112-01,"Aids, Literacy, And Land: Foreign Aid And Development In Africa",2010,text,http://vocab.getty.edu/aat/300028026
druid:ty407wh4722,https://purl.stanford.edu/ty407wh4722,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:ty423qn0610,https://purl.stanford.edu/ty423qn0610,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:ty480nv5309,https://purl.stanford.edu/ty480nv5309,"Photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:ty495vs4822,https://purl.stanford.edu/ty495vs4822,A General Plan for East Palo Alto January 1963,,,,
druid:ty758bd6168,https://purl.stanford.edu/ty758bd6168,Students Out of South Africa--Sit-in at Old Union,,10/16/85,still image,http://vocab.getty.edu/aat/300046300
druid:ty874jp8130,https://purl.stanford.edu/ty874jp8130,Black Students Union meeting; special guest President Donald Kennedy,,11/21/82,still image,http://vocab.getty.edu/aat/300224742
druid:tz012ty8715,https://purl.stanford.edu/tz012ty8715,Grapevine,,4/26/82,text,
druid:tz069bs6177,https://purl.stanford.edu/tz069bs6177,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:tz128jy2169,https://purl.stanford.edu/tz128jy2169,Black student tutoring program,,6/29/70,still image,http://vocab.getty.edu/aat/300046300
druid:tz140vp3581,https://purl.stanford.edu/tz140vp3581,Kirk Holmes,,4/5/19,sound recording-nonmusical,http://id.loc.gov/vocabulary/marcgt/int
druid:tz150qn5090,https://purl.stanford.edu/tz150qn5090,East Palo Alto/Nairobi Legacy Reunion: Kalamu Clarke,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:tz400jc9692,https://purl.stanford.edu/tz400jc9692,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:tz599dj8131,https://purl.stanford.edu/tz599dj8131,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:tz637tr3464,https://purl.stanford.edu/tz637tr3464,Keni Washington,,4/6/19,sound recording-nonmusical,http://id.loc.gov/vocabulary/marcgt/int
druid:tz692hg1333,https://purl.stanford.edu/tz692hg1333,Unofficial Results of BSCC Questionaire,,,text,
druid:tz834vg9236,https://purl.stanford.edu/tz834vg9236,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:tz962kg6701,https://purl.stanford.edu/tz962kg6701,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:vb581hj2483,https://purl.stanford.edu/vb581hj2483,President Donald Kennedy addressing students at Ujamaa,,1988,still image,http://vocab.getty.edu/aat/300127104
druid:vb677qp4419,https://purl.stanford.edu/vb677qp4419,"Jessie Jackson - Martin Luther King, Jr. Day",,1/15/87,still image,http://vocab.getty.edu/aat/300046300
druid:vb707qp6189,https://purl.stanford.edu/vb707qp6189,The Colonist,"Volume 2, Number 8",12/11/69,text,http://vocab.getty.edu/aat/300026656
druid:vb827dc8575,https://purl.stanford.edu/vb827dc8575,African-Caribbean Roots of American Jazz Dance,,1988-03,still image,
druid:vb940xx5622,https://purl.stanford.edu/vb940xx5622,"Jessie Jackson - Martin Luther King, Jr. Day",,1/15/87,still image,http://vocab.getty.edu/aat/300046300
druid:vc092km4494,https://purl.stanford.edu/vc092km4494,Comeup Collective Podcast,"S01 E03, Cabin Fever",4/26/20,sound recording-nonmusical,http://vocab.getty.edu/aat/300310137
druid:vc187vs2339,https://purl.stanford.edu/vc187vs2339,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:vc240bg5038,https://purl.stanford.edu/vc240bg5038,"Brian Abena, photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:vc708vt1482,https://purl.stanford.edu/vc708vt1482,Miriam Turner Eads Interview,,,sound recording-nonmusical,http://vocab.getty.edu/aat/300069200
druid:vc921dp4416,https://purl.stanford.edu/vc921dp4416,Sit-in protesting South African Investment - Board of Trustee's Meeting at Hoover Institute - Protestors block Trustee's Cars - Students Out of South Africa,,5/16/85,still image,http://vocab.getty.edu/aat/300046300
druid:vc936bv8635,https://purl.stanford.edu/vc936bv8635,"Martin Luther King, Jr. at Stanford",,4/14/67,still image,http://vocab.getty.edu/aat/300046300
druid:vd216nk4719,https://purl.stanford.edu/vd216nk4719,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:vd281hv7938,https://purl.stanford.edu/vd281hv7938,"Parents Weekend, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:vd322kz8086,https://purl.stanford.edu/vd322kz8086,Ewart Thomas - Professor Chrm. Psychology - Black Students at Stanford Brochure,,8/16/85,still image,http://vocab.getty.edu/aat/300046300
druid:vd793qp1808,https://purl.stanford.edu/vd793qp1808,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:vd838cf8700,https://purl.stanford.edu/vd838cf8700,"Block party, photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:vd855nv1309,https://purl.stanford.edu/vd855nv1309,F13-AFRICAST-300-01,Contemporary Issues In African Studies,2013,text,http://vocab.getty.edu/aat/300028026
druid:vd940bw5135,https://purl.stanford.edu/vd940bw5135,"Martin Luther King, Jr. at Stanford",,4/14/67,still image,http://vocab.getty.edu/aat/300046300
druid:vd977pd5839,https://purl.stanford.edu/vd977pd5839,Sp15-AFRICAST-145B-01,Africa In Atlantic Writing,2015,text,http://vocab.getty.edu/aat/300028026
druid:vf097tr1996,https://purl.stanford.edu/vf097tr1996,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:vf147qb0214,https://purl.stanford.edu/vf147qb0214,"BRAH, photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:vf717br3984,https://purl.stanford.edu/vf717br3984,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:vf907ds8895,https://purl.stanford.edu/vf907ds8895,Blacks in the media,,1986-11,still image,
druid:vf957mn8926,https://purl.stanford.edu/vf957mn8926,"""Capture the flag""",,,still image,
druid:vg069rv4943,https://purl.stanford.edu/vg069rv4943,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:vg099vz9051,https://purl.stanford.edu/vg099vz9051,The Colonist,"Volume 3, Number 3",11/19/70,text,http://vocab.getty.edu/aat/300026656
druid:vg101mb4715,https://purl.stanford.edu/vg101mb4715,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:vg157sz1628,https://purl.stanford.edu/vg157sz1628,Cooley High,,,still image,http://vocab.getty.edu/aat/300224742
druid:vg183ny2683,https://purl.stanford.edu/vg183ny2683,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:vg441mn2751,https://purl.stanford.edu/vg441mn2751,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:vg512th8356,https://purl.stanford.edu/vg512th8356,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:vg611hb0751,https://purl.stanford.edu/vg611hb0751,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:vg786dg6182,https://purl.stanford.edu/vg786dg6182,Shule Ya Taifa 1st annual Science Fair,,5/1/82,still image,http://vocab.getty.edu/aat/300224742
druid:vg844nn6963,https://purl.stanford.edu/vg844nn6963,East Palo Alto/Nairobi Legacy Reunion,,7/24/04,still image,http://vocab.getty.edu/aat/300046300
druid:vg895jp7612,https://purl.stanford.edu/vg895jp7612,Kalenah Witcher,,4/6/19,text,http://id.loc.gov/vocabulary/marcgt/int
druid:vg901sv2099,https://purl.stanford.edu/vg901sv2099,"Rich people's time is more valuable than poor people's time - said at SLS. Racism Lives Here Too, 2018",,2018-02,still image,http://vocab.getty.edu/aat/300027221
druid:vg970wf6023,https://purl.stanford.edu/vg970wf6023,Jam Pac'd Spring Show 2002,,2002,moving image,http://vocab.getty.edu/aat/300389778
druid:vh013gb9900,https://purl.stanford.edu/vh013gb9900,Rastafari!,,,still image,
druid:vh027mc5050,https://purl.stanford.edu/vh027mc5050,Come learn about Stanford's invisible minority!!,,,still image,
druid:vh035qn0029,https://purl.stanford.edu/vh035qn0029,"Martin Luther King, Jr. at Stanford",,4/14/67,still image,http://vocab.getty.edu/aat/300046300
druid:vh262fr2060,https://purl.stanford.edu/vh262fr2060,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:vh315jf0027,https://purl.stanford.edu/vh315jf0027,"McDonald, E. B. (Sam)",,1931,still image,http://vocab.getty.edu/aat/300127104
druid:vh327ry9761,https://purl.stanford.edu/vh327ry9761,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:vh419vq7248,https://purl.stanford.edu/vh419vq7248,"Opportunity job fair for minority and women Stanford students in physical sciences, math, engineering",,1978-11,still image,
druid:vh475pn4027,https://purl.stanford.edu/vh475pn4027,W11-AFRICAAM-105-01,Introduction To African And African American Studies,2011,text,http://vocab.getty.edu/aat/300028026
druid:vh541vh7600,https://purl.stanford.edu/vh541vh7600,W15-AFRICAAM-105-01,Introduction To African And African American Studies,2015,text,http://vocab.getty.edu/aat/300028026
druid:vh719rh0607,https://purl.stanford.edu/vh719rh0607,Program for Black enterprise and business event,,,still image,
druid:vh807zc2697,https://purl.stanford.edu/vh807zc2697,South Africa Divestment protest at President's Office,,7/26/85,still image,http://vocab.getty.edu/aat/300046300
druid:vh986kt6400,https://purl.stanford.edu/vh986kt6400,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:vh992mf4716,https://purl.stanford.edu/vh992mf4716,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:vj115fr1296,https://purl.stanford.edu/vj115fr1296,Meet the Black faculty series,,,still image,
druid:vj218xk3298,https://purl.stanford.edu/vj218xk3298,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:vj347fq9566,https://purl.stanford.edu/vj347fq9566,Junior Affair,,,still image,
druid:vj410ft0548,https://purl.stanford.edu/vj410ft0548,"Black Lives Matter memorial, Stanford University",,7/22/20,still image,http://vocab.getty.edu/aat/300417379
druid:vj515sn1799,https://purl.stanford.edu/vj515sn1799,Sp12-AFRICAAM-112-01,Urban Education,2012,text,http://vocab.getty.edu/aat/300028026
druid:vj519bg9926,https://purl.stanford.edu/vj519bg9926,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:vj578xb6959,https://purl.stanford.edu/vj578xb6959,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:vj673xw3034,https://purl.stanford.edu/vj673xw3034,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:vj753xz1209,https://purl.stanford.edu/vj753xz1209,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:vj844df5199,https://purl.stanford.edu/vj844df5199,Roadmap to Reopening with Justice and Equity,,9/10/20,text,http://vocab.getty.edu/aat/300027261
druid:vj880bp3166,https://purl.stanford.edu/vj880bp3166,"Jessie Jackson - Martin Luther King, Jr. Day",,1/15/87,still image,http://vocab.getty.edu/aat/300046300
druid:vk030xf3605,https://purl.stanford.edu/vk030xf3605,"Memorial activities for Martin Luther King, Jr.",,4/8/68,still image,http://vocab.getty.edu/aat/300046300
druid:vk093bb8003,https://purl.stanford.edu/vk093bb8003,Carthographies of Race ,,2003,moving image,http://vocab.getty.edu/aat/300069200
druid:vk138wj7153,https://purl.stanford.edu/vk138wj7153,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:vk199wt9316,https://purl.stanford.edu/vk199wt9316,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:vk352vk5629,https://purl.stanford.edu/vk352vk5629,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:vk405vp0234,https://purl.stanford.edu/vk405vp0234,Junior and Senior High School Health Symposium,,1980-11,text,
druid:vk702td1577,https://purl.stanford.edu/vk702td1577,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:vk822zp4509,https://purl.stanford.edu/vk822zp4509,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:vk865mm9583,https://purl.stanford.edu/vk865mm9583,East Palo Alto/Nairobi Legacy Reunion: Malcolm Hoover,,7/23/04,still image,http://vocab.getty.edu/aat/300046300
druid:vk908hx0802,https://purl.stanford.edu/vk908hx0802,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:vm100th9419,https://purl.stanford.edu/vm100th9419,"Ella Fitzgerald and Duke Ellington, Jazz Year 1965",,10/31/65,still image,http://vocab.getty.edu/aat/300046300
druid:vm140vh0259,https://purl.stanford.edu/vm140vh0259,"Photograph shared at Black Grad 2003 slideshow, Black Community Services Center, Stanford University, Stanford, Calif.",,,still image,http://vocab.getty.edu/aat/300417379
druid:vm214fh5534,https://purl.stanford.edu/vm214fh5534,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:vm297ys2956,https://purl.stanford.edu/vm297ys2956,Jacki Williams-Jones,,4/5/19,sound recording-nonmusical,http://id.loc.gov/vocabulary/marcgt/int
druid:vm371bh2472,https://purl.stanford.edu/vm371bh2472,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:vm396th7890,https://purl.stanford.edu/vm396th7890,Sit-in protesting South African investment--Board of Trustee's meeting at Hoover Institution,,5/14/85,still image,http://vocab.getty.edu/aat/300046300
druid:vm498yq9017,https://purl.stanford.edu/vm498yq9017,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:vm501vn7911,https://purl.stanford.edu/vm501vn7911,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:vm561dk3500,https://purl.stanford.edu/vm561dk3500,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:vm617dv6599,https://purl.stanford.edu/vm617dv6599,Grapevine,,11/30/81,text,
druid:vm632sk6750,https://purl.stanford.edu/vm632sk6750,Interracial relationships? Follow-up discussion,,,still image,
druid:vm649ty8625,https://purl.stanford.edu/vm649ty8625,"Ujamaa, EPASSA Summer Academy",,1989,still image,http://vocab.getty.edu/aat/300046300
druid:vm692sh7865,https://purl.stanford.edu/vm692sh7865,South Africa Divestment protest at President's Office,,7/26/85,still image,http://vocab.getty.edu/aat/300046300
druid:vm724qj7685,https://purl.stanford.edu/vm724qj7685,The Colonist,"Volume 2, Number 15",2/26/70,text,http://vocab.getty.edu/aat/300026656
druid:vm744zg8318,https://purl.stanford.edu/vm744zg8318,"Rally the Resistance, Records, 2017 Jan 20",,2017,mixed material,
druid:vm761wq9327,https://purl.stanford.edu/vm761wq9327,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:vm781jd5817,https://purl.stanford.edu/vm781jd5817,Ujamaa residents,,,still image,http://vocab.getty.edu/aat/300046300
druid:vm962vx4330,https://purl.stanford.edu/vm962vx4330,"Ujamaa, Stanford Jam Pac'd",,,still image,http://vocab.getty.edu/aat/300046300
druid:vn057ht2305,https://purl.stanford.edu/vn057ht2305,W12-AFRICAST-301A-01,The Dynamics Of Change In Africa,2012,text,http://vocab.getty.edu/aat/300028026
druid:vn198vr2610,https://purl.stanford.edu/vn198vr2610,Ujamaa posters,,,text,http://vocab.getty.edu/aat/300027221
druid:vn214hr4389,https://purl.stanford.edu/vn214hr4389,The Stanford ReMix Project,,3/16/07,still image,http://vocab.getty.edu/aat/300046300
druid:vn217qc2142,https://purl.stanford.edu/vn217qc2142,South Africa Divestment protest at President's Office,,7/26/85,still image,http://vocab.getty.edu/aat/300046300
